,mean_test_score,std_test_score,params
28,0.5342585623264313,0.14301298517118843,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 10, 'first_layer_nodes': 4, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 2}"
29,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 10, 'first_layer_nodes': 4, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 3}"
30,0.5914183855056763,0.1313092546244197,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 10, 'first_layer_nodes': 4, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 4}"
31,0.5914183855056763,0.1313092546244197,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 10, 'first_layer_nodes': 4, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 5}"
32,0.4726339101791382,0.16286530168495197,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 10, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 2}"
33,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 10, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 3}"
34,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 10, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 4}"
35,0.5403870642185211,0.15481706898535547,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 10, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 5}"
36,0.6147950112819671,0.1085386119164529,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 10, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 2}"
37,0.5394703388214112,0.15505332602626792,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 10, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 3}"
38,0.5403870642185211,0.15481706898535547,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 10, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 4}"
39,0.5914183855056763,0.1313092546244197,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 10, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 5}"
40,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 64, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 2}"
41,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 64, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 3}"
42,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 64, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 4}"
43,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 64, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 5}"
44,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 64, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 2}"
45,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 64, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 3}"
46,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 64, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 4}"
47,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 64, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 5}"
48,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 32, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 2}"
49,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 32, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 3}"
50,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 32, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 4}"
51,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 32, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 5}"
52,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 32, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 2}"
53,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 32, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 3}"
54,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 32, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 4}"
55,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 32, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 5}"
56,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 16, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 2}"
57,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 16, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 3}"
58,0.5923351109027862,0.1306662431539892,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 16, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 4}"
59,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 16, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 5}"
60,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 16, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 2}"
61,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 16, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 3}"
62,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 16, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 4}"
63,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 16, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 5}"
64,0.5992105960845947,0.12552569132661456,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 4, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 2}"
65,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 4, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 3}"
66,0.5531194269657135,0.15092304368625437,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 4, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 4}"
67,0.5576521575450897,0.14925036447256432,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 4, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 5}"
68,0.5923351109027862,0.1306662431539892,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 4, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 2}"
69,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 4, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 3}"
70,0.5914183855056763,0.1313092546244197,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 4, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 4}"
71,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 4, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 5}"
72,0.5654443681240082,0.14600163439375066,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 2}"
73,0.5654443681240082,0.14600163439375066,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 3}"
74,0.5923351109027862,0.1306662431539892,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 4}"
75,0.6173924148082733,0.10871275688841411,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 5}"
76,0.5576521575450897,0.14925036447256432,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 2}"
77,0.5923351109027862,0.1306662431539892,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 3}"
78,0.5654443681240082,0.14600163439375066,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 4}"
79,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 20, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 5}"
80,0.6511501550674439,0.05103766011542373,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 64, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 2}"
81,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 64, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 3}"
82,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 64, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 4}"
83,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 64, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 5}"
84,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 64, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 2}"
85,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 64, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 3}"
86,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 64, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 4}"
87,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 64, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 5}"
88,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 32, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 2}"
89,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 32, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 3}"
90,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 32, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 4}"
91,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 32, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 5}"
92,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 32, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 2}"
93,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 32, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 3}"
94,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 32, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 4}"
95,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 32, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 5}"
96,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 16, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 2}"
97,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 16, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 3}"
98,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 16, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 4}"
99,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 16, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 5}"
100,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 16, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 2}"
101,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 16, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 3}"
102,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 16, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 4}"
103,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 16, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 5}"
104,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 4, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 2}"
105,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 4, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 3}"
106,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 4, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 4}"
107,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 4, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 5}"
108,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 4, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 2}"
109,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 4, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 3}"
110,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 4, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 4}"
111,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 4, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 5}"
112,0.4933282405138016,0.17235769955720104,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 2}"
113,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 3}"
114,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 4}"
115,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 5}"
116,0.5923351109027862,0.1306662431539892,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 2}"
117,0.5531194269657135,0.15092304368625437,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 3}"
118,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 4}"
119,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 40, 'first_layer_nodes': 2, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 5}"
120,0.6720057725906372,0.0633179633960024,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 60, 'first_layer_nodes': 64, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 2}"
121,0.6628469586372375,0.045910808985395686,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 60, 'first_layer_nodes': 64, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 3}"
122,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 60, 'first_layer_nodes': 64, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 4}"
123,0.6563534498214721,0.04652972630384147,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 60, 'first_layer_nodes': 64, 'last_layer_nodes': 4, 'loss_func': 'binary_crossentropy', 'n_layers': 5}"
124,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 60, 'first_layer_nodes': 64, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 2}"
125,0.6511586427688598,0.05244526932680711,"{'activation_func': 'sigmoid', 'batch_size': 100, 'epochs': 60, 'first_layer_nodes': 64, 'last_layer_nodes': 4, 'loss_func': 'hinge', 'n_layers': 3}"
