iter	Logloss
483	0.3574846068
484	0.3572650165
485	0.3570093992
486	0.3567891944
487	0.3566244367
488	0.3564717387
489	0.356173734
490	0.3559607046
491	0.3556734143
492	0.3554852265
493	0.3553619925
494	0.3551803733
495	0.3549687618
496	0.3547662777
497	0.3545486736
498	0.3543671073
499	0.3541512712
500	0.3539030073
501	0.3537846278
502	0.3536364634
503	0.3533678749
504	0.3532420968
505	0.3530012199
506	0.352796626
507	0.3526187251
508	0.3524615935
509	0.352323368
510	0.3521575268
511	0.3520153439
512	0.3518855557
513	0.3516193504
514	0.3514536576
515	0.3513406678
516	0.3511671227
517	0.3510503558
518	0.3508254401
519	0.3506327019
520	0.3505359483
521	0.3503497969
522	0.3501390689
523	0.3500444269
524	0.3498537573
525	0.3495415291
526	0.3493049656
527	0.3490201241
528	0.3488464576
529	0.3487093288
530	0.3484865616
531	0.3483884513
532	0.3481845732
533	0.347877139
534	0.347699564
535	0.347389709
536	0.3471482762
537	0.3469086705
538	0.3467342178
539	0.3464844199
540	0.3461958745
541	0.3460533705
542	0.3459935118
543	0.3458243539
544	0.3456090713
545	0.3453487679
546	0.3451049107
547	0.3448690868
548	0.3446836841
549	0.3445274737
550	0.3443559543
551	0.3442423928
552	0.3439724557
553	0.3437874686
554	0.343642513
555	0.343427714
556	0.3433116034
557	0.3431412886
558	0.3429571505
559	0.3427875855
560	0.3425683709
561	0.3424144494
562	0.3422830797
563	0.3419762581
564	0.3418184789
565	0.3416443659
566	0.341567224
567	0.341379297
568	0.3411501926
569	0.340990838
570	0.3409413451
571	0.3407730083
572	0.3406812105
573	0.3403812427
574	0.3401607091
575	0.3399170684
576	0.3397623293
577	0.3395816039
578	0.3393559954
579	0.3392537863
580	0.3390303761
581	0.3388626731
582	0.3387649344
583	0.3385283587
584	0.3384205729
585	0.3382196585
586	0.338041779
587	0.3378583858
588	0.3377013765
589	0.3374539328
590	0.3372688387
591	0.3371428216
592	0.3369253541
593	0.3367640959
594	0.3366143934
595	0.3364773572
596	0.3362411688
597	0.3360522272
598	0.3359133107
599	0.3356683876
600	0.3355671015
601	0.3352889504
602	0.3351405209
603	0.3348614994
604	0.3346842972
605	0.3344657721
606	0.3344023354
607	0.3342533351
608	0.3340935886
609	0.3338970632
610	0.3336685459
611	0.3335077372
612	0.3332621727
613	0.3330944897
614	0.3328089134
615	0.3326835923
616	0.332532784
617	0.3322813077
618	0.3319893592
619	0.3318253047
620	0.3316075592
621	0.331378963
622	0.3311188057
623	0.3309746946
624	0.3307267338
625	0.3304960712
626	0.3303965288
627	0.3302521959
628	0.3301182266
629	0.3299605606
630	0.3298054252
631	0.3296859723
632	0.3295139776
633	0.3293012759
634	0.329070296
635	0.3288009714
636	0.3286645145
637	0.3285027965
638	0.3284074919
639	0.328210013
640	0.3280649501
641	0.3278898511
642	0.3277626894
643	0.3274713376
644	0.3272844766
645	0.3271758312
646	0.3269550697
647	0.3268380245
648	0.3267144653
649	0.3264741621
650	0.3262733653
651	0.3261807359
652	0.325975383
653	0.3258449684
654	0.325672772
655	0.3254458442
656	0.3253170736
657	0.3251661439
658	0.3249953659
659	0.324775586
660	0.3246517808
661	0.3244806099
662	0.3242510511
663	0.3241418116
664	0.3239596299
665	0.323711127
666	0.3236035978
667	0.3234250578
668	0.3233119209
669	0.3231126735
670	0.3230191122
671	0.3228789817
672	0.3227565488
673	0.322577712
674	0.3223892212
675	0.3222164843
676	0.322063794
677	0.3218774625
678	0.321673284
679	0.3214625483
680	0.3212183227
681	0.3210887342
682	0.3208512015
683	0.3206039665
684	0.3204520963
685	0.3202627166
686	0.3200317114
687	0.3198348312
688	0.3196050598
689	0.3195767846
690	0.3193892623
691	0.3192908403
692	0.319096355
693	0.3189988001
694	0.3188458636
695	0.3186977612
696	0.3185686534
697	0.318434355
698	0.3183382522
699	0.3180991634
700	0.3178977842
701	0.3177685178
702	0.3175807053
703	0.3173671719
704	0.3172154733
705	0.3170554921
706	0.3169396782
707	0.3167255877
708	0.3166507508
709	0.3165562227
710	0.3164250713
711	0.316296515
712	0.3161200272
713	0.3159267851
714	0.3157542271
715	0.3156735896
716	0.3155011985
717	0.3152410052
718	0.314988632
719	0.3148422324
720	0.3145891958
721	0.3144489217
722	0.3143179136
723	0.3142078507
724	0.3140451904
725	0.3138908575
726	0.3137185753
727	0.3135105522
728	0.3133994253
729	0.3132467843
730	0.3130038941
731	0.312882972
732	0.312777892
733	0.3126916184
734	0.31247766
735	0.3123719654
736	0.3122388263
737	0.3121217359
738	0.3119788507
739	0.3118791065
740	0.3117211994
741	0.3116051558
742	0.3114340598
743	0.311332699
744	0.3111457615
745	0.3110340854
746	0.3109450419
747	0.3107543303
748	0.3105944351
749	0.3104690713
750	0.3103111585
751	0.3101370381
752	0.3100567515
753	0.3098825038
754	0.3096768729
755	0.309518389
756	0.3093053488
757	0.3091949797
758	0.3090107168
759	0.3089418937
760	0.3088069514
761	0.3085676449
762	0.3083760698
763	0.3083073033
764	0.3081027236
765	0.3080219015
766	0.3078572719
767	0.3076162979
768	0.307549921
769	0.3074465635
770	0.307236611
771	0.3070334005
772	0.3069275332
773	0.3068141745
774	0.3066105221
775	0.3063866834
776	0.3062758885
777	0.3062082718
778	0.3060637403
779	0.3059432083
780	0.3058357057
781	0.3056986159
782	0.3055414129
783	0.3053557782
784	0.3051849989
785	0.3050871882
786	0.3049187806
787	0.3047590256
788	0.3046080691
789	0.3045304732
790	0.3043278233
791	0.3041637538
792	0.3041022888
793	0.3039011921
794	0.3037933484
795	0.3036830365
796	0.3035950548
797	0.3034194746
798	0.3032388996
799	0.3031684033
800	0.3031020562
801	0.302978634
802	0.3028664588
803	0.3027189293
804	0.3025830021
805	0.3024840494
806	0.3022773473
807	0.3021379137
808	0.301978665
809	0.3018006104
810	0.3016387961
811	0.301473276
812	0.3013608719
813	0.3012057514
814	0.3010818944
815	0.300951111
816	0.3008454715
817	0.3006591239
818	0.3005268693
819	0.3004249186
820	0.3003603202
821	0.300280379
822	0.3002219784
823	0.3001279516
824	0.3000100187
825	0.2999248983
826	0.2998305911
827	0.2996539686
828	0.2995495017
829	0.2994123172
830	0.2992073108
831	0.2990379616
832	0.2988622013
833	0.2987916782
834	0.2986201679
835	0.2984490436
836	0.2983020893
837	0.2982104647
838	0.2980293438
839	0.2979286924
840	0.2978274871
841	0.2976880143
842	0.2975787375
843	0.2975085041
844	0.2973854961
845	0.297259877
846	0.2970758962
847	0.296955041
848	0.2968337649
849	0.2967436267
850	0.296637037
851	0.2965201368
852	0.2963262324
853	0.2962640119
854	0.2961307545
855	0.2959646837
856	0.2957795154
857	0.2957412439
858	0.2956696622
859	0.2955414331
860	0.2953824865
861	0.2953058439
862	0.2951482721
863	0.2949181044
864	0.294731062
865	0.2945785734
866	0.2944074931
867	0.2942461164
868	0.2940843327
869	0.2938815716
870	0.2936486522
871	0.2934810241
872	0.2933745668
873	0.2930812384
874	0.2928969599
875	0.2927211948
876	0.2925330821
877	0.2924157475
878	0.2923529386
879	0.2922442949
880	0.2921531339
881	0.2921520639
882	0.2920225641
883	0.2918593792
884	0.2916629475
885	0.2915200006
886	0.2914397524
887	0.2912673653
888	0.2911584313
889	0.291011326
890	0.2908832315
891	0.2907769512
892	0.2905893945
893	0.2904560932
894	0.2903101612
895	0.2901709054
896	0.2900235537
897	0.2899451741
898	0.2898702092
899	0.2897128259
900	0.2896624936
901	0.2894503342
902	0.2891982257
903	0.2890246066
904	0.2889330437
905	0.2886830839
906	0.2884820814
907	0.2883268686
908	0.2882025261
909	0.2880524357
910	0.2879642623
911	0.2878079029
912	0.2876478232
913	0.2874843357
914	0.287245776
915	0.2870434311
916	0.2868719847
917	0.2866940649
918	0.2865473465
919	0.2864440209
920	0.2863380351
921	0.2861450084
922	0.2859511712
923	0.2857248387
924	0.2855916049
925	0.2854544093
926	0.2852862522
927	0.285195667
928	0.2850691883
929	0.284967547
930	0.2848474698
931	0.2846098999
932	0.2844756855
933	0.2843658042
934	0.2842514637
935	0.2841717419
936	0.2840652619
937	0.2839493563
938	0.2837897228
939	0.2837217667
940	0.2835451322
941	0.283398319
942	0.2833268961
943	0.2830538519
944	0.2828362981
945	0.2826643
946	0.2825352433
947	0.2823639065
948	0.2822648842
949	0.2821649655
950	0.2819702713
951	0.2818626634
952	0.2817094707
953	0.2815690305
954	0.2813489185
955	0.2812346702
956	0.2810852686
957	0.2809883025
958	0.2808154186
959	0.2806508251
960	0.2804519255
961	0.2803620776
962	0.2802166442
963	0.2801245256
964	0.2799499474
965	0.2797385806
966	0.2796511399
967	0.2795203784
968	0.2793771665
969	0.2792307678
970	0.2791325735
971	0.2788891312
972	0.2787643117
973	0.2785833631
974	0.2785161195
975	0.2784210761
976	0.2782905483
977	0.2781559415
978	0.2780642351
979	0.2779427455
980	0.2778454713
981	0.2776949252
982	0.2775617653
983	0.2774025692
984	0.2772626348
985	0.2771388919
986	0.2769845889
987	0.2768552056
988	0.2766840743
989	0.2766530689
990	0.2765358894
991	0.2763620455
992	0.2762224416
993	0.2761755832
994	0.276059752
995	0.2759098294
996	0.2757392277
997	0.2756652193
998	0.2755065417
999	0.2753228792
