iter	Passed	Remaining
418	2581	3579
419	2587	3573
420	2592	3566
421	2598	3558
422	2605	3554
423	2611	3548
424	2617	3540
425	2624	3535
426	2629	3529
427	2635	3522
428	2640	3515
429	2647	3509
430	2655	3506
431	2661	3498
432	2666	3491
433	2673	3486
434	2677	3478
435	2684	3472
436	2691	3467
437	2697	3460
438	2704	3455
439	2708	3447
440	2715	3442
441	2721	3435
442	2727	3429
443	2733	3423
444	2738	3416
445	2746	3411
446	2752	3405
447	2758	3398
448	2763	3391
449	2770	3386
450	2777	3381
451	2783	3375
452	2789	3368
453	2795	3361
454	2801	3356
455	2809	3351
456	2816	3345
457	2822	3339
458	2827	3333
459	2833	3326
460	2839	3319
461	2844	3312
462	2851	3307
463	2857	3301
464	2863	3294
465	2870	3289
466	2876	3283
467	2882	3276
468	2888	3269
469	2892	3262
470	2899	3256
471	2904	3249
472	2909	3241
473	2916	3236
474	2922	3229
475	2928	3223
476	2933	3216
477	2939	3210
478	2946	3204
479	2951	3197
480	2957	3190
481	2963	3184
482	2968	3177
483	2974	3171
484	2980	3164
485	2985	3157
486	2992	3152
487	2998	3146
488	3004	3139
489	3010	3133
490	3016	3126
491	3023	3121
492	3029	3115
493	3035	3109
494	3040	3102
495	3047	3096
496	3053	3090
497	3058	3083
498	3063	3076
499	3070	3070
500	3076	3064
501	3083	3058
502	3088	3052
503	3095	3045
504	3101	3039
505	3106	3032
506	3113	3027
507	3119	3020
508	3124	3014
509	3130	3007
510	3135	3000
511	3141	2994
512	3147	2988
513	3152	2981
514	3160	2976
515	3166	2970
516	3173	2964
517	3178	2957
518	3184	2950
519	3190	2945
520	3196	2938
521	3201	2931
522	3208	2926
523	3214	2920
524	3220	2913
525	3225	2906
526	3231	2900
527	3239	2895
528	3244	2888
529	3249	2881
530	3255	2875
531	3260	2868
532	3267	2863
533	3273	2857
534	3279	2850
535	3284	2843
536	3290	2837
537	3296	2830
538	3303	2825
539	3310	2820
540	3316	2814
541	3323	2808
542	3329	2802
543	3336	2796
544	3342	2790
545	3348	2784
546	3353	2777
547	3360	2771
548	3365	2764
549	3371	2758
550	3377	2751
551	3382	2744
552	3389	2739
553	3395	2733
554	3400	2726
555	3406	2720
556	3411	2713
557	3417	2707
558	3424	2701
559	3430	2695
560	3437	2689
561	3442	2682
562	3450	2677
563	3455	2671
564	3460	2664
565	3467	2659
566	3473	2652
567	3480	2646
568	3486	2641
569	3491	2633
570	3499	2629
571	3506	2623
572	3512	2617
573	3518	2611
574	3523	2604
575	3529	2598
576	3535	2591
577	3540	2584
578	3546	2579
579	3552	2572
580	3558	2566
581	3564	2560
582	3570	2553
583	3575	2546
584	3580	2540
585	3587	2534
586	3593	2528
587	3599	2521
588	3605	2516
589	3611	2509
590	3616	2503
591	3622	2496
592	3629	2491
593	3635	2485
594	3640	2478
595	3647	2472
596	3653	2466
597	3658	2459
598	3664	2453
599	3670	2446
600	3676	2440
601	3682	2434
602	3688	2428
603	3693	2421
604	3700	2416
605	3706	2409
606	3712	2403
607	3717	2396
608	3723	2390
609	3730	2384
610	3735	2378
611	3742	2372
612	3748	2366
613	3754	2360
614	3762	2355
615	3767	2348
616	3772	2341
617	3778	2335
618	3784	2329
619	3790	2323
620	3797	2317
621	3804	2311
622	3809	2305
623	3815	2298
624	3820	2292
625	3826	2285
626	3832	2280
627	3837	2273
628	3843	2267
629	3850	2261
630	3856	2255
631	3862	2249
632	3868	2242
633	3873	2236
634	3880	2230
635	3886	2224
636	3891	2217
637	3898	2211
638	3903	2205
639	3909	2199
640	3916	2193
641	3921	2186
642	3928	2181
643	3933	2174
644	3938	2167
645	3945	2161
646	3951	2155
647	3957	2149
648	3963	2143
649	3968	2137
650	3977	2132
651	3982	2125
652	3989	2119
653	3995	2113
654	4002	2107
655	4008	2102
656	4013	2095
657	4019	2089
658	4024	2082
659	4030	2076
660	4037	2070
661	4043	2064
662	4049	2058
663	4055	2052
664	4061	2046
665	4068	2040
666	4074	2034
667	4079	2027
668	4084	2020
669	4090	2014
670	4098	2009
671	4103	2002
672	4109	1996
673	4114	1990
674	4120	1984
675	4127	1978
676	4133	1971
677	4139	1965
678	4145	1959
679	4150	1953
680	4156	1947
681	4161	1940
682	4166	1933
683	4174	1928
684	4180	1922
685	4185	1915
686	4190	1909
687	4195	1902
688	4202	1896
689	4207	1890
690	4212	1883
691	4219	1878
692	4225	1872
693	4231	1865
694	4236	1859
695	4242	1852
696	4249	1847
697	4255	1841
698	4260	1834
699	4266	1828
700	4272	1822
701	4279	1816
702	4286	1810
703	4293	1805
704	4299	1799
705	4305	1793
706	4312	1787
707	4318	1781
708	4324	1774
709	4329	1768
710	4335	1762
711	4342	1756
712	4348	1750
713	4353	1743
714	4358	1737
715	4364	1731
716	4371	1725
717	4376	1719
718	4382	1712
719	4388	1706
720	4394	1700
721	4400	1694
722	4406	1688
723	4411	1681
724	4418	1675
725	4423	1669
726	4429	1663
727	4436	1657
728	4441	1650
729	4447	1645
730	4452	1638
731	4459	1632
732	4467	1627
733	4473	1621
734	4480	1615
735	4487	1609
736	4493	1603
737	4499	1597
738	4505	1591
739	4511	1585
740	4518	1579
741	4525	1573
742	4532	1567
743	4538	1561
744	4544	1555
745	4550	1549
746	4556	1543
747	4565	1537
748	4573	1532
749	4580	1526
750	4588	1521
751	4595	1515
752	4601	1509
753	4610	1504
754	4617	1498
755	4623	1492
756	4631	1486
757	4640	1481
758	4647	1475
759	4653	1469
760	4661	1463
761	4669	1458
762	4677	1452
763	4683	1446
764	4690	1440
765	4698	1435
766	4704	1429
767	4711	1423
768	4717	1417
769	4724	1411
770	4731	1405
771	4739	1399
772	4745	1393
773	4752	1387
774	4759	1381
775	4766	1375
776	4771	1369
777	4778	1363
778	4784	1357
779	4790	1351
780	4796	1344
781	4802	1338
782	4808	1332
783	4814	1326
784	4819	1320
785	4825	1313
786	4833	1308
787	4838	1301
788	4844	1295
789	4850	1289
790	4855	1282
791	4861	1276
792	4866	1270
793	4874	1264
794	4880	1258
795	4885	1252
796	4892	1246
797	4898	1239
798	4904	1233
799	4910	1227
800	4917	1221
801	4923	1215
802	4929	1209
803	4934	1202
804	4941	1196
805	4946	1190
806	4953	1184
807	4959	1178
808	4965	1172
809	4971	1166
810	4977	1160
811	4984	1154
812	4990	1147
813	4996	1141
814	5002	1135
815	5007	1129
816	5013	1122
817	5020	1116
818	5025	1110
819	5033	1104
820	5039	1098
821	5045	1092
822	5050	1086
823	5059	1080
824	5065	1074
825	5071	1068
826	5078	1062
827	5083	1056
828	5092	1050
829	5098	1044
830	5105	1038
831	5110	1031
832	5117	1025
833	5123	1019
834	5129	1013
835	5136	1007
836	5143	1001
837	5148	995
838	5155	989
839	5161	983
840	5169	977
841	5175	971
842	5181	965
843	5187	958
844	5193	952
845	5201	946
846	5207	940
847	5214	934
848	5220	928
849	5225	922
850	5232	916
851	5237	909
852	5243	903
853	5250	897
854	5255	891
855	5262	885
856	5268	879
857	5276	873
858	5283	867
859	5289	861
860	5295	854
861	5301	848
862	5307	842
863	5314	836
864	5320	830
865	5327	824
866	5334	818
867	5340	812
868	5344	805
869	5352	799
870	5357	793
871	5363	787
872	5369	781
873	5374	774
874	5381	768
875	5388	762
876	5393	756
877	5400	750
878	5406	744
879	5413	738
880	5419	732
881	5424	725
882	5431	719
883	5437	713
884	5443	707
885	5449	701
886	5454	694
887	5460	688
888	5466	682
889	5472	676
890	5479	670
891	5485	664
892	5491	657
893	5497	651
894	5505	645
895	5513	639
896	5520	633
897	5526	627
898	5532	621
899	5537	615
900	5543	609
901	5549	602
902	5555	596
903	5561	590
904	5568	584
905	5574	578
906	5580	572
907	5586	566
908	5591	559
909	5599	553
910	5605	547
911	5612	541
912	5618	535
913	5624	529
914	5631	523
915	5636	516
916	5643	510
917	5649	504
918	5655	498
919	5661	492
920	5667	486
921	5672	479
922	5678	473
923	5684	467
924	5690	461
925	5696	455
926	5701	449
927	5707	442
928	5713	436
929	5720	430
930	5727	424
931	5733	418
932	5739	412
933	5744	405
934	5749	399
935	5756	393
936	5762	387
937	5768	381
938	5775	375
939	5780	368
940	5787	362
941	5793	356
942	5799	350
943	5805	344
944	5811	338
945	5817	332
946	5822	325
947	5828	319
948	5834	313
949	5840	307
950	5846	301
951	5853	295
952	5860	289
953	5866	282
954	5873	276
955	5881	270
956	5888	264
957	5893	258
958	5899	252
959	5906	246
960	5912	239
961	5918	233
962	5924	227
963	5930	221
964	5938	215
965	5944	209
966	5951	203
967	5956	196
968	5962	190
969	5969	184
970	5974	178
971	5980	172
972	5986	166
973	5991	159
974	5998	153
975	6004	147
976	6010	141
977	6016	135
978	6021	129
979	6028	123
980	6033	116
981	6039	110
982	6044	104
983	6050	98
984	6057	92
985	6063	86
986	6069	79
987	6075	73
988	6081	67
989	6088	61
990	6093	55
991	6099	49
992	6107	43
993	6115	36
994	6122	30
995	6128	24
996	6134	18
997	6142	12
998	6149	6
999	6155	0
