iter	Logloss
460	0.3703692909
461	0.3702352756
462	0.3699896644
463	0.3698352682
464	0.3695607705
465	0.3693942674
466	0.3692423791
467	0.3690935856
468	0.3688174847
469	0.3686628461
470	0.3683439035
471	0.3681588092
472	0.367988988
473	0.3678479977
474	0.3676021375
475	0.3673116312
476	0.3671980616
477	0.3668971016
478	0.3667545804
479	0.3666062917
480	0.3664264408
481	0.3663299279
482	0.3660841323
483	0.3659020191
484	0.3657275367
485	0.3655281127
486	0.36530551
487	0.3652058298
488	0.3649991323
489	0.364838198
490	0.3647045022
491	0.3645644695
492	0.3643729778
493	0.3642804588
494	0.3640912949
495	0.363931328
496	0.3638521421
497	0.36367751
498	0.3635104319
499	0.3632703022
500	0.3630903237
501	0.3628457061
502	0.3625883439
503	0.362353531
504	0.3621226577
505	0.3619684418
506	0.3617423751
507	0.3615758116
508	0.3614468884
509	0.3612223102
510	0.3610395337
511	0.3609485176
512	0.3608403668
513	0.3606621469
514	0.3604673552
515	0.3602778664
516	0.3600803814
517	0.3599461897
518	0.3597541043
519	0.3595488291
520	0.359450234
521	0.3593395455
522	0.3591556942
523	0.3589589884
524	0.3588035402
525	0.3586697099
526	0.3584848699
527	0.3582093342
528	0.3580219089
529	0.357919712
530	0.3578152126
531	0.357691583
532	0.3574520361
533	0.357369831
534	0.3570682866
535	0.3569268677
536	0.3566414482
537	0.3563768752
538	0.356159508
539	0.3558961983
540	0.3556246066
541	0.3554251129
542	0.3552673629
543	0.3551277918
544	0.3550026473
545	0.3548356567
546	0.3547485377
547	0.3545876199
548	0.3544165261
549	0.3542253086
550	0.3540146962
551	0.3538474766
552	0.3536980186
553	0.3534977282
554	0.3534093357
555	0.3532376211
556	0.353119173
557	0.3530029857
558	0.3528158904
559	0.3527204933
560	0.3525553048
561	0.3523669799
562	0.3521535796
563	0.3520449565
564	0.3519115454
565	0.3517126948
566	0.3515736901
567	0.3513373873
568	0.3511577247
569	0.3510052194
570	0.3508546046
571	0.3507086942
572	0.3505288703
573	0.3503842769
574	0.3502149691
575	0.3500522799
576	0.349849032
577	0.3497248023
578	0.3495492228
579	0.3493051634
580	0.3492229885
581	0.3489067577
582	0.3488089997
583	0.3487147635
584	0.3485750311
585	0.3483671019
586	0.348148924
587	0.3479209822
588	0.3477746306
589	0.3476257265
590	0.3474062475
591	0.3472782235
592	0.3470812424
593	0.3469877175
594	0.3468097776
595	0.346664765
596	0.3464825152
597	0.3462886316
598	0.3460730889
599	0.3457744038
600	0.3455298566
601	0.3452683899
602	0.3450636888
603	0.344835037
604	0.3446745042
605	0.3444804619
606	0.3442417981
607	0.3440120411
608	0.3439307721
609	0.3437247618
610	0.3434871937
611	0.3432569523
612	0.3431148624
613	0.3429193199
614	0.3427708599
615	0.3426014325
616	0.3425103136
617	0.3423328928
618	0.3421056621
619	0.3419180921
620	0.3417579979
621	0.3416708427
622	0.3415191062
623	0.3413931395
624	0.341138969
625	0.3409938869
626	0.340910958
627	0.3407153293
628	0.3405488083
629	0.3404834274
630	0.340294908
631	0.3400916069
632	0.3399468744
633	0.3398212212
634	0.3396263967
635	0.3394764145
636	0.3393061081
637	0.3390899809
638	0.3388824963
639	0.3387069864
640	0.3385581256
641	0.3384025614
642	0.3382473048
643	0.3381365738
644	0.3380590844
645	0.3378576418
646	0.3376744812
647	0.3375079254
648	0.3372622774
649	0.337143207
650	0.3369322843
651	0.3367919964
652	0.3365637222
653	0.3363957779
654	0.3362238464
655	0.3361540263
656	0.3360201654
657	0.3358429087
658	0.3357682687
659	0.3356051771
660	0.3354093239
661	0.3352281383
662	0.3350591873
663	0.3349640252
664	0.3347595937
665	0.3345756212
666	0.3344167142
667	0.3342860799
668	0.3341740212
669	0.3339962357
670	0.333742745
671	0.333579593
672	0.3334362116
673	0.3332425657
674	0.3329891289
675	0.3327794386
676	0.3326206083
677	0.3324561346
678	0.3321774737
679	0.3320291513
680	0.3317426609
681	0.3316780284
682	0.3314976225
683	0.3313956592
684	0.3312015347
685	0.3310482169
686	0.3309764798
687	0.3309151188
688	0.3307437168
689	0.3305681447
690	0.3304436598
691	0.3303430502
692	0.3300732389
693	0.3298947907
694	0.3297378014
695	0.3295867051
696	0.3293950972
697	0.3291722971
698	0.3289807165
699	0.3288714471
700	0.328649479
701	0.3284263938
702	0.3282584282
703	0.328085006
704	0.3277971642
705	0.3275899758
706	0.3274342704
707	0.3273157283
708	0.3271446669
709	0.3270068419
710	0.3268442737
711	0.3266237319
712	0.3264630847
713	0.3263234006
714	0.3261340416
715	0.3258695037
716	0.3257256034
717	0.3255787634
718	0.3253062269
719	0.3251452352
720	0.3249738222
721	0.3248039385
722	0.3246029053
723	0.3244200558
724	0.3242727899
725	0.3240567289
726	0.3239713157
727	0.3238292854
728	0.3237638562
729	0.3235608899
730	0.3234857547
731	0.3233984216
732	0.3232926836
733	0.3229909971
734	0.3228559085
735	0.3227510431
736	0.3225363206
737	0.3222727569
738	0.3220736428
739	0.3219381565
740	0.3217881201
741	0.3216248799
742	0.3214991522
743	0.3213290148
744	0.3211774356
745	0.3210662411
746	0.3208833626
747	0.3206764969
748	0.3204947096
749	0.3204181786
750	0.3202714545
751	0.3200847224
752	0.3198928258
753	0.3197254848
754	0.3195123782
755	0.3193769446
756	0.3192645026
757	0.319083493
758	0.3188885932
759	0.3187330138
760	0.31852242
761	0.3183781345
762	0.3183273026
763	0.3181340482
764	0.3178767051
765	0.3176842433
766	0.3175792895
767	0.3174286075
768	0.3173025969
769	0.317076325
770	0.317017049
771	0.3169130001
772	0.3167364617
773	0.3165578479
774	0.3164725008
775	0.3162837961
776	0.3160909506
777	0.3159723133
778	0.3158432111
779	0.3157175732
780	0.3155913324
781	0.3154762364
782	0.3153227627
783	0.3150932299
784	0.3149667449
785	0.3148245425
786	0.3146811908
787	0.3145052944
788	0.3143275657
789	0.3141309453
790	0.3139390837
791	0.3137396523
792	0.3135644453
793	0.3134199093
794	0.3133362078
795	0.3131825445
796	0.3129617412
797	0.3128260664
798	0.3126728008
799	0.3126089369
800	0.3124128441
801	0.3122729037
802	0.3121446537
803	0.3118841132
804	0.311656913
805	0.3114788474
806	0.3111985643
807	0.3110692784
808	0.3108730483
809	0.3106840537
810	0.3105566938
811	0.3104200229
812	0.3102334789
813	0.3100539872
814	0.3099261783
815	0.3097508207
816	0.3096029343
817	0.3094440017
818	0.3092881405
819	0.3091181914
820	0.309011831
821	0.3088221127
822	0.3086303393
823	0.3084652572
824	0.3083265538
825	0.308200258
826	0.3079983648
827	0.3078510091
828	0.3078027323
829	0.307596315
830	0.3073618886
831	0.3072151322
832	0.3070686266
833	0.306925373
834	0.3067609727
835	0.3064931871
836	0.3063532047
837	0.3062064586
838	0.3061066794
839	0.3059960176
840	0.3058512422
841	0.305645185
842	0.3055006601
843	0.3053220086
844	0.305168282
845	0.3051039684
846	0.3049405126
847	0.3047825732
848	0.3045921126
849	0.3044487394
850	0.3043491958
851	0.3041416944
852	0.3039174267
853	0.3037487261
854	0.3035989061
855	0.3034612748
856	0.3033138532
857	0.3031495813
858	0.3029799707
859	0.3028363209
860	0.3026991271
861	0.3024591865
862	0.3022912454
863	0.3021591873
864	0.3020549753
865	0.3019282154
866	0.3017575777
867	0.3016503231
868	0.3016008228
869	0.3014459911
870	0.3012450421
871	0.3011425544
872	0.3010460477
873	0.3009148464
874	0.3007940623
875	0.3006451752
876	0.3005609524
877	0.3004696832
878	0.3003012982
879	0.3000861365
880	0.2999750352
881	0.2998673535
882	0.2997429184
883	0.2995344142
884	0.2993384947
885	0.2992084102
886	0.2990244939
887	0.2988484578
888	0.2987146953
889	0.2986170054
890	0.2984559221
891	0.2982285006
892	0.2980944004
893	0.2979461673
894	0.2977746664
895	0.2976291137
896	0.2975595366
897	0.2974451399
898	0.2973156215
899	0.29718288
900	0.2969332731
901	0.2968022452
902	0.2967099653
903	0.2965273617
904	0.2964662994
905	0.29629518
906	0.2961968409
907	0.2960453154
908	0.2959667879
909	0.2958775307
910	0.2957669907
911	0.2956050369
912	0.295552926
913	0.295445196
914	0.2952828476
915	0.295190711
916	0.2949178261
917	0.2947906725
918	0.2946417048
919	0.2944868213
920	0.2943697635
921	0.2941754483
922	0.2940445322
923	0.2938842411
924	0.2937179006
925	0.2935896447
926	0.2934726394
927	0.2933540355
928	0.2931961504
929	0.2930983967
930	0.2929415898
931	0.2928135058
932	0.2926745943
933	0.2925928861
934	0.2924979467
935	0.2923259941
936	0.2922806377
937	0.2921246123
938	0.2919918964
939	0.291761568
940	0.2916187522
941	0.2914878587
942	0.2913743564
943	0.2912465073
944	0.2911259582
945	0.2909856707
946	0.2909190454
947	0.29076258
948	0.2906311986
949	0.2905609195
950	0.2904710899
951	0.2904066806
952	0.2902529781
953	0.2901381687
954	0.2899221935
955	0.2897947107
956	0.2896439091
957	0.2895778638
958	0.2893435975
959	0.2891870311
960	0.2890395991
961	0.2889191292
962	0.2887468118
963	0.2885742848
964	0.2884473097
965	0.2883930998
966	0.2882554464
967	0.2881289907
968	0.2879534283
969	0.2878417687
970	0.2877117903
971	0.2874928628
972	0.2873632626
973	0.2872561093
974	0.2871496061
975	0.2869572014
976	0.2868650395
977	0.2867204715
978	0.2865713026
979	0.2863668559
980	0.2862676948
981	0.2861261205
982	0.2860018856
983	0.2857951951
984	0.2856063652
985	0.2854490317
986	0.2853216351
987	0.2851961666
988	0.2850971874
989	0.2850036865
990	0.2849337386
991	0.2847511371
992	0.2845774789
993	0.28450907
994	0.2844194885
995	0.2843228131
996	0.2841037691
997	0.2840264042
998	0.2839032215
999	0.2837195446
